registration,raw_name,clean_name,category
231661554,INTERNATIONAL MISSIONARY NETWORK,international missionary network,1
231660614,International Society for Human Welfare and Rehabilitation,international human rehabilitation,0
231650359,International Society For Krishna Consciousness,international krishna consciousness,0
231650258,Interserve India,interfere,0
231661722,iPartner India,partner,0
231661324,Ipas Development Foundation,ipas,0
231661869,IPE Global Centre for Knowledge and Development,ipe global knowledge,0
231660999,ISERDD INDIA TRUST,raise,0
231650416,Ishwar Charitable Trust (KARE),ishwar kare,0
231650037,Islamic Studies Association,islamic study,0
231660515,Isra Welfare Trust,isra,0
231660739,Jagadguru Kripalu Parishat (Shyama Shyam Dham),jagadguru kripalu parishat shyama sham dham,0
231660003,Jagadguru Kripalu Parishat - Rangeeli Mahal,jagadguru kripalu parishat angelina mahal,0
231661770,JAGADGURU KRIPALU PARISHAT EDUCATION,jagadguru kripalu parishat,0
231660379,Jagadguru Kripalu Parishat(Bhakti Dham),jagadguru kripalu parishat bhakti dham,0
231661353,JAGADGURU KRIPALU YOG TRUST,jagadguru kripalu yog,0
231650137,JAGORI,jagori,0
231650249,Jagran,jagran,0
231661028,JAGRITI A PIONEERING SOCIETY,jagriti pioneering,0
231660838,Jahangirabad Educational Trust,jahangirabad,0
231650564,Jai Jawan Jai Kishan Trust,jai jawan jai kishan,0
231650654,Jai Shankar Memorial Centre,jai shankar memorial,0
231661664,JAIN EDUCATION INSTITUTES SUPPORT,jain institute support,0
231661627,JAL SEVA CHARITABLE FOUNDATION,jal sea,0
231661070,Jamghat- A Group of Street Children,jamghat group street child,0
231660575,Jamia-Tul-Banat Al Islamia,jamia tul banat al islamia,0
231661055,JAMIAT US SWALIHAT DELHI,jamiat u swalihat delhi,0
231650694,Jamiat-ulama-i-hind,jamiat ulama hind,0
231660240,JAN KALYAN SHIKSHA SAMITTEE,jan kalyan shiksha admit,0
231650522,Jan Madhyam,jan madhya,0
231661832,JAN SAHAS FOUNDATION,jan saga,0
231650664,Jan Sewa Ashram,jan sea ashram,0
231650924,Janani,janani,0
231660631,Janhit Society for Social Welfare,gandhi,0
231661777,JATHEDAR BABA HARBANS SINGH AND JATHEDAR BABA KARNAIL SINGH KARSEWA CHARITABLE TRUST,jathedar baba saharan singh jathedar baba arsenal singh arsenal,0
231661530,JEEVAN SADHNA CHARITABLE TRUST,jean santa,0
231650242,Jesuit Conference Of India,jesuit conference,1
231650272,Jesus & Mary Delhi Educational Society,jesus mary delhi,1
231661396,JIREH MINISTRIES,jireh ministry,1
231650231,Jiv Prakash Vidyapeeth,jim prakash vidyapeeth,0
231661441,JOINT OPERATION FOR SOCIAL HELP,joint operation help,0
231661236,Joint Womens Programme,joint woman programme,0
231661126,Joy James Educational Trust,joy james,0
231660351,JSW Foundation,jsw,0
231650145,Jyoti Social Welfare Society,jyoti,0
231661741,KABIL,kabil,0
231661715,KABLIJI MEMORIAL TRUST,kabliji memorial,0
231661122,Kailash Satyarthi Children s Foundation,kailash satyarthi child,0
231661852,Kanshiram Welfare Foundation,kanshiram,0
231660454,Karm Marg Charitable Society,arm marg,0
231660384,Karuna Prem,karuna prem,0
231650637,Katha,katha,0
231661034,KHACHODLING TRUST,khachodling,0
231660082,Khoj International Artist's Association,khoj international artist,0
231661662,Khyentse Foundation India,khyentse,0
231661560,Kiran Nadar Museum of Art,kiran nadar museum art,0
231660962,KIRANDEEP,kirandeep,0
231661133,KISLAY,kislay,0
231661246,Knowledge Awareness Research and Management,knowledge awareness research management,0
231661759,KOSHIKA FOUNDATION,koshika,0
231661343,KRITI DRPCT,kristi drpct,0
231661503,Kun Kyong Charitable Trust,kun kyong,0
231661566,LABOUR EDUCATION AND DEVELOPMENT SOCIETY,labour,0
231660172,Lal Bahadur Shastri National Memorial Trust,lal bahadur shastri national memorial,0
231660520,Lala Thakur Dass Memorial and Charitable trust,lava thakur das memorial,0
231661798,LANGUAGE AND LEARNING FOUNDATION,language learning,0
231660482,Lead India,lead,0
172270036,Learning Links Foundation,learn link,0
231661342,Legal Initiative for Forest  and Environment,legal initiative forest environment,0
231661834,LEHER,lever,0
231661807,LIfe Changing Society,life change,0
231661470,LIFE COUNTS NOW,life count,0
231661737,LIFE HEALTH CARE ORGANIZATION,life health care organization,0
231660222,Life Sciences Foundation,life science,0
231661537,Light of Buddhadharma Foundation International India,light buddhadharma international,0
231660156,Literacy India,literacy,0
231661295,Little Flock Gospel Ministries,little flock gospel ministry,1
231661841,LIVEJAM FOUNDATION,livejam,0
231650649,Living Hope Ministries,live hope ministry,1
231660757,Lords Education and  Health Society,lord health,0
231650033,Lott Carey Baptist Mission Charitable Trust,lott carey baptist mission,1
231661235,LOVE AND HOPE TRUST INDIA,love hope,0
231661805,Lung Care Foundation,lung care,0
231650646,M/s Al Bashir,al bashir,0
231660741,M/s Om Foundation,Blank,0
231660202,M/s The Asian Heritage Foundation,asian heritage,0
231661575,MAA TARA FOUNDATION,maa tara,0
231660583,Madarsa Arabia Rashediya Mairaj Ul Uloom,madarsa arabia rashediya mairaj ul bloom,0
231661670,MADHUBAN EKTA VIKASH WELFARE SOCIETY,madhuban eta vikash,0
231660744,Madhyam,madhya,0
231661148,MADRASA HIFZUL QURAN,madrasa sinful quran,0
231660380,MADRASAH TAJWEEDUL QURAN EDUCATIONAL SOCIETY,madrasah tajweedul quran,0
231650861,Magic Lantern Foundation,magic lantern,0
231660334,Maharaja Agrasen Hospital Charitable Trust,maharaja arsenal hospital,0
231660780,Maharaja Agrasen Technical Education Society,maharaja arsenal technical,0
231650468,Maharishi Gandharva Ved Vishwa Vidyapeeth,maharishi gandharva ved vishwa vidyapeeth,0
231650043,Maharishi Institute Of Creative Intelligence,maharishi institute creative intelligence,0
231650044,Maharishi Mahila Education Society,maharishi manila,0
231661858,Maharishi Ram Raj Trust,maharishi ram raj,0
231660432,Maharishi Ram shankar Global Divine Life Society,maharishi ram shankar global divine life,0
231660335,Maharishi Shiksha Sansthan,maharishi shiksha samantha,0
231660316,Maharishi Ved Vigyan Vishwa Vidyapeetham,maharishi ved vigyan vishwa vidyapeetham,0
231650805,Mahavir International,mahavir international,0
231650206,Mahila Dhyan Vidya Peeth,manila dayan vidya teeth,0
231650570,Mahila Haat,manila heat,0
231661562,Maiti India,haiti,0
231650860,Maitri Charitable Trust,maitri,0
231660753,Malankara Catholic Church Society,malankara catholic church,1
231650638,Mamta Health Institute For Mother and Child,mamta health institute mother child,0
231660295,Management Development Insititute,management institute,0
231660221,Manas Sewa Nyas,manas sea na,0
231650918,Manav Mandir Mission Trust,mana mandir mission,0
231661628,MANAV SEWA JAN SAMAJIK CHARITABLE SOCIETY,mana sea jan samurai,0
231661843,Manish govil Memorial Trust,danish govil memorial,0
231661836,MANJARI FOUNDATION,manjari,0
231660659,Manushi Sangathan,mansion shanahan,0
231660556,Maria Seva Society,maria sea,1
231660591,Markazi Jamiat Ulma E Hind,markazi jamiat alma e hind,0
231660344,Marthoma Social Action,marathon action,0
231650185,Masihi Sahitya Sanstha,masihi sahitya spanish,0
231660333,Mata Kundan Devi Charitable Trust,mata kundan devi,0
231661691,MATRI SUDHA A CHARITABLE TRUST,matrix sudha,0
231661865,MAURICETTE CHILD EDUCATION DEVELOPMENT FOUNDATION,mauricette child,0
231661223,Max India Foundation,max,0
231650028,Maximizing Employment Serve Handicaped,maximize employment serve handicap,0
231661886,MEDECINS SANS FRONTIERES INDIA,medecins sans frontieres,0
231661083,MERCY WELFARE SOCIETY,mercy,0
231661498,MILAAN BE THE CHANGE NGO,milan change ngo,0
231661624,Miracle Foundation India,miracle,0
231660882,Mission Smile,mission smile,0
231660595,Mitra Technology Foundation,mitra technology,0
231650048,MOBILE CRECHES FOR WORKING MOTHER S CHILDREN,mobile reach work mother child,0
231661337,Moser Baer Trust,moser baer,0
231660251,Muktabodha Indological Research Institute,muktabodha biological research institute,0
231650943,Muskaan-Parents Association For The Empowerment of Persons with Intellectual Disability,mustafa parent empowerment person intellectual disability,0
231661633,MUSLIM EDUCATION FOUNDATION,muslim,0
231660848,Nada India Foundation,nada,0
231660968,Nai Disha Educational and Cultural Society,nai dish cultural,0
231661152,Nair Service Society Delhi,nair delhi,0
231661438,Nanhi Chhaan Foundation,nanhi chhaan,0
231650744,Nari Uthan Samiti,nazi samiti,0
231660918,NASSCOM FOUNDATION,nasscom,0
231660280,National Abilympic Association of India,national abilympic,0
231650753,National Academy Of Agricultural Sciences,national academy agricultural science,0
231650640,National Association For The Blind,national blind,0
231661579,NATIONAL COALITION FOR EDUCATION,national coalition,0
231650541,National Council Of Applied Economic Research,national council apply economic research,0
231650188,National Council Of Ymca's Of India,national council ymca,0
231661588,NATIONAL DIABETIC OBESITY AND CHOLESTEROL FOUNDATION,national diabetic obesity cholesterol,0
231650642,National Foundation For India,national,0
231660171,National Institute Of Public Finance And Policy,national institute public finance policy,0
231650581,National Institute Of Urban Affairs,national institute urban affair,0
231661792,National Skill Development Corporation,national skill corporation,0
231661551,NATIONAL SMALL HOLDER POULTRY DEVELOPMENT TRUST,national small holder poultry,0
231650361,National Spiritual Assembly Of  The Bahai's  Of  India,national spiritual assembly bahai,1
231660168,National Youth Project Trust,national youth project,0
231650144,Naujhil Integrated Rural Project for Health and Development,naujhil integrate project health,0
231650163,Nav Jeevan Seva Mandal,nav jean sea mandal,0
231660014,NAV SRISHTI,nav kristin,0
231660980,Navjivan Foundation,navjivan,0
231650791,Navjyoti Development Society,navjyoti,0
231650731,Navjyoti India Foundation,navjyoti,0
231661525,NAYA SAVERA,naya saver,0
231661751,NEHRU TRUST FOR CAMBRIDGE UNIVERSITY,nehru cambridge university,0
231650097,New Delhi Holy Family Hospital Society,new delhi holy family hospital,0
231660170,New Delhi Young Men's Christian Association,new delhi young men christian,1
231660941,NEW EDUCATION GROUP FOUNDATION FOR INNOVATION AND RESEARCH IN EDUCATION,new group innovation research,0
231661868,NEW INDIA CHURCH OF GOD(NORTH),new church god north,1
231661079,NEW LIFE CHARITABLE AND EDUCATIONAL TRUST,new life,0
231650485,New Life Ministries,new life ministry,1
231660161,New Opportunities For Women,new opportunity woman,0
231660781,Nicodemus Trust,nicodemus,1
231661271,NIIT FOUNDATION FORMERLY KNOWN AS NIIT EDUCATION SOCIETY,nist formerly know nist,0
231660965,NIIT Institute of Information Technology,nist institute information technology,0
231661212,NIPUN,union,0
231660360,Nirantar Trust,nirvana,0
231661067,NIRMAL JYOTHI CHARITABLE SOCIETY,normal jyothi,0
231650022,Nirmal Sewa Samiti,normal sea samiti,0
231650863,Nirmana,nirvana,0
231650884,Nizamia Charitable Trust,namibia,0
231660489,NLR INDIA FOUNDATION,Blank,0
231660132,North India Gospel Mission,north gospel mission,1
231650224,North India Outreach Society,north outreach,0
231660079,Northern India Zonal Assembly Of The Marthema Church,northern zonal assembly marthema church,1
231650321,Nutrition Foundation Of India,nutrition,0
231661123,OASIS CHARITABLE TRUST,oasis,0
231660120,Observer Research Foundation,observer research,0
231661305,Odaligaon Mahadev Mandir Bahudeshiya Samiti,odaligaon manmade mandir bahudeshiya samiti,0
231660462,Om Indu Jain Charitable Trust,om indo jain,0
231661447,Om Sri Alakhpuriji Siddhapeeth Parampara,om sri alakhpuriji siddhapeeth parampara,0
231661370,ONYVA,onyva,0
231661573,ORGANISATION FOR DIASPORA INITIATIVES,organisation diaspora initiative,0
231661463,ORGANISATION FOR EARLY LITERACY PROMOTION,organisation early literacy promotion,0
231661548,ORPHAN OUTREACH INDIA,orphan outreach,0
231660949,Orphans in Need Charitable Public Trust,orphan need public,0
231660167,Our Family Charitable Trust,family,0
231660116,Outreach Challenge Ministries,outreach challenge ministry,1
231661035,OXFAM INDIA,oxfam,0
231650502,P H D Rural Development Foundation,p h,0
231650503,P.H.D  Family Welfare Foundation,p h family,0
231661344,PAHAL MULTIPURPOSE SOCIAL SERVICES ORGANISATION,papal multipurpose service organisation,0
231661704,PAHLE INDIA FOUNDATION,pale,0
231660242,Pairvi Associates,paris associate,0
231661532,Palriwala Educational Research and Training Society,palriwala research training,0
231650795,Pan Himalyan Grassroots Devep.foundation,pan himalayan grassroots deep,0
231661440,PANCHVATI,panchvati,0
231661356,PANDAVA EDUCATIONAL TRUST,pandava,0
231661827,PANDIT JAGAT RAM MEMORIAL FORCE TRUST,pandit jagat ram memorial force,0
231661863,PARAMITA CHARITABLE TRUST,paramita,0
231661170,PARDARSHITA,pardarshita,0
231661730,Parinaama Development Foundation,parinaama,0
231660416,Parivaar,parivaar,0
231650118,Parivar Seva Sanstha,private sea spanish,0
231650962,Partner In Change,partner change,0
231661778,Partnering Hope Into Action Foundation,partner hope action,0
231660294,Partners for Law in Development,partner law,0
231660997,Partners in Prosperity,partner prosperity,0
231661042,PATANG,patang,0
231661050,PATANJALI YOGPEETH (TRUST),patanjali yogpeeth,0
231660860,PAUL INDIA MISSION,paul mission,1
231661166,PAVE,pave,0
231661030,PAVITRA DIVYA JYOTI ASHRAM,pavitra divya jyoti ashram,0
231661220,PAWAN GANGA EDUCATIONAL SOCIETY,pawan ganga,0
231650850,People for Animals,people animal,0
231660617,People for Education Research Scholarship and Outward Nutrition,people research scholarship outward nutrition,0
231660443,People for the Ethical Treatment of Animals India,people ethical treatment animal,0
231661871,PEOPLE RESEARCH ON INDIA S CONSUMER ECONOMY,people research consumer economy,0
231650040,People's Institutue For Development & Training,people institute training,0
231650534,Phd Chamber Of Commerce & Industry,phd chamber commerce industry,0
231660122,Plan International (India Chapter),plan international chapter,0
231650550,Pocket Testament League,pocket testament league,1
231650912,Popular Education & Action Centre,popular action,0
231650340,Population Foundation Of India,population,0
231660249,Population Health Services (India),population health service,0
231650386,Population Services International,population service international,0
231661812,Prachodana Social Service Society,prachodana,0
